"klinik";"laki_laki";"perempuan";"periode_update"
"KEBIDANAN/KANDUNGAN";"0";"53";"Maret 2023"
"Eksekutif Bedah Orthopedi";"55";"69";"Maret 2023"
"KELUARGA BERENCANA";"0";"1";"Maret 2023"
"JANTUNG";"445";"411";"Maret 2023"
"Eksekutif Psikiatri / Jiwa";"5";"8";"Maret 2023"
"GIGI dan MULUT";"74";"119";"Maret 2023"
"GENERAL CHECKUP";"68";"81";"Maret 2023"
"SYARAF";"247";"269";"Maret 2023"
"Eksekutif THT";"15";"17";"Maret 2023"
"PARU";"58";"51";"Maret 2023"
"Eksekutif Kulit dan Kelamin";"20";"30";"Maret 2023"
"Eksekutif Bedah Urologi";"47";"17";"Maret 2023"
"INTERNE/PENY. DALAM";"683";"848";"Maret 2023"
"Eksekutif Jantung";"53";"87";"Maret 2023"
"ANASTESI";"30";"42";"Maret 2023"
"Eksekutif Paru";"10";"7";"Maret 2023"
"Eksekutif Paliatif Nyeri";"4";"7";"Maret 2023"
"PALIATIF NYERI";"17";"30";"Maret 2023"
"GIZI";"11";"7";"April 2023"
"Eksekutif Bedah Umum";"24";"31";"April 2023"
"Eksekutif Gigi dan Mulut";"3";"4";"April 2023"
"PALIATIF NYERI";"20";"32";"April 2023"
"THT-KL";"72";"69";"April 2023"
"ASIH";"0";"30";"April 2023"
"BEDAH ORTHOPEDI";"250";"255";"April 2023"
"ANAK";"86";"60";"April 2023"
"Eksekutif Bedah Saraf";"12";"16";"April 2023"
"Eksekutif Rehab Medik";"14";"12";"April 2023"
"Eksekutif Mata";"21";"32";"April 2023"
"TB MDR";"14";"6";"April 2023"
"MATA";"115";"147";"April 2023"
"Eksekutif Kebidanan/Kandungan";"2";"63";"April 2023"
"HEMODIALISA";"148";"133";"April 2023"
"KULIT dan KELAMIN";"64";"78";"April 2023"
"Eksekutif Anak";"13";"17";"April 2023"
"BEDAH UROLOGI";"225";"75";"April 2023"
"Eksekutif Interne/Penyakit Dalam";"82";"82";"April 2023"
"REHAB MEDIK";"269";"311";"April 2023"
"BEDAH SYARAF";"75";"107";"April 2023"
"PSIKIATRI/JIWA";"71";"99";"April 2023"
"Eksekutif Saraf";"34";"34";"April 2023"
"BEDAH UMUM";"83";"152";"April 2023"
"KEBIDANAN/KANDUNGAN";"0";"32";"April 2023"
"Eksekutif Estetika";"14";"48";"April 2023"
"Eksekutif Bedah Orthopedi";"41";"62";"April 2023"
"JANTUNG";"353";"309";"April 2023"
"Eksekutif Psikiatri / Jiwa";"5";"7";"April 2023"
"GIGI dan MULUT";"44";"72";"April 2023"
"GENERAL CHECKUP";"351";"453";"April 2023"
"SYARAF";"197";"230";"April 2023"
"PARU";"47";"44";"April 2023"
"Eksekutif THT";"7";"8";"April 2023"
"Eksekutif Bedah Urologi";"30";"7";"April 2023"
"Eksekutif Kulit dan Kelamin";"14";"17";"April 2023"
"INTERNE/PENY. DALAM";"596";"728";"April 2023"
"Eksekutif Jantung";"51";"58";"April 2023"
"ANASTESI";"31";"25";"April 2023"
"Eksekutif Paru";"8";"7";"April 2023"
"Eksekutif Paliatif Nyeri";"7";"8";"April 2023"
"GIZI";"14";"13";"Mei 2023"
"Eksekutif Bedah Umum";"41";"62";"Mei 2023"
"Eksekutif Gigi dan Mulut";"3";"2";"Mei 2023"
"THT-KL";"94";"78";"Mei 2023"
"ASIH";"2";"59";"Mei 2023"
"ANAK";"138";"79";"Mei 2023"
"BEDAH ORTHOPEDI";"308";"342";"Mei 2023"
"Eksekutif Rehab Medik";"17";"17";"Mei 2023"
"Eksekutif Mata";"33";"47";"Mei 2023"
"Eksekutif Bedah Saraf";"19";"16";"Mei 2023"
"TB MDR";"16";"9";"Mei 2023"
"KARYAWAN K3RS";"1";"0";"Mei 2023"
"MATA";"162";"218";"Mei 2023"
"Eksekutif Kebidanan/Kandungan";"1";"84";"Mei 2023"
"HEMODIALISA";"153";"131";"Mei 2023"
"KULIT dan KELAMIN";"83";"105";"Mei 2023"
"Eksekutif Anak";"17";"10";"Mei 2023"
"BEDAH UROLOGI";"290";"106";"Mei 2023"
"Eksekutif Interne/Penyakit Dalam";"105";"133";"Mei 2023"
"REHAB MEDIK";"317";"330";"Mei 2023"
"BEDAH SYARAF";"87";"133";"Mei 2023"
"PSIKIATRI/JIWA";"84";"101";"Mei 2023"
"Eksekutif Saraf";"35";"34";"Mei 2023"
"Eksekutif Estetika";"18";"48";"Mei 2023"
"KEBIDANAN/KANDUNGAN";"0";"81";"Mei 2023"
"BEDAH UMUM";"121";"207";"Mei 2023"
"Eksekutif Bedah Orthopedi";"61";"90";"Mei 2023"
"JANTUNG";"463";"449";"Mei 2023"
"Eksekutif Psikiatri / Jiwa";"3";"7";"Mei 2023"
"GIGI dan MULUT";"69";"90";"Mei 2023"
"GENERAL CHECKUP";"272";"251";"Mei 2023"
"SYARAF";"264";"254";"Mei 2023"
"PARU";"65";"62";"Mei 2023"
"Eksekutif THT";"14";"10";"Mei 2023"
"Eksekutif Kulit dan Kelamin";"23";"23";"Mei 2023"
"Eksekutif Bedah Urologi";"45";"9";"Mei 2023"
"INTERNE/PENY. DALAM";"738";"863";"Mei 2023"
"Eksekutif Jantung";"75";"97";"Mei 2023"
"ANASTESI";"52";"34";"Mei 2023"
"Eksekutif Paru";"7";"10";"Mei 2023"
"Eksekutif Paliatif Nyeri";"8";"9";"Mei 2023"
"PALIATIF NYERI";"31";"52";"Mei 2023"
"GIZI";"15";"11";"Juni 2023"
"Eksekutif Bedah Umum";"41";"51";"Juni 2023"
"Eksekutif Gigi dan Mulut";"2";"2";"Juni 2023"
"THT-KL";"75";"87";"Juni 2023"
"ASIH";"0";"33";"Juni 2023"
"Eksekutif Endoskopi";"1";"1";"Juni 2023"
"BEDAH ORTHOPEDI";"284";"313";"Juni 2023"
"ANAK";"112";"70";"Juni 2023"
"Eksekutif Rehab Medik";"18";"18";"Juni 2023"
"Eksekutif Bedah Saraf";"20";"20";"Juni 2023"
"Eksekutif Mata";"24";"42";"Juni 2023"
"TB MDR";"9";"7";"Juni 2023"
"MATA";"172";"171";"Juni 2023"
"Eksekutif Kebidanan/Kandungan";"1";"42";"Juni 2023"
"HEMODIALISA";"150";"126";"Juni 2023"
"KULIT dan KELAMIN";"71";"80";"Juni 2023"
"Eksekutif Anak";"20";"9";"Juni 2023"
"BEDAH UROLOGI";"238";"83";"Juni 2023"
"Eksekutif Interne/Penyakit Dalam";"63";"107";"Juni 2023"
"REHAB MEDIK";"313";"310";"Juni 2023"
"BEDAH SYARAF";"79";"106";"Juni 2023"
"PSIKIATRI/JIWA";"79";"90";"Juni 2023"
"Eksekutif Saraf";"36";"45";"Juni 2023"
"Eksekutif Estetika";"20";"31";"Juni 2023"
"BEDAH UMUM";"110";"188";"Juni 2023"
"KEBIDANAN/KANDUNGAN";"2";"53";"Juni 2023"
"Eksekutif Bedah Orthopedi";"60";"72";"Juni 2023"
"KELUARGA BERENCANA";"0";"7";"Juni 2023"
"JANTUNG";"418";"400";"Juni 2023"
"Eksekutif Psikiatri / Jiwa";"6";"7";"Juni 2023"
"GIGI dan MULUT";"58";"73";"Juni 2023"
"GENERAL CHECKUP";"205";"250";"Juni 2023"
"SYARAF";"249";"222";"Juni 2023"
"PARU";"56";"54";"Juni 2023"
"Eksekutif THT";"11";"18";"Juni 2023"
"Eksekutif Kulit dan Kelamin";"10";"21";"Juni 2023"
"Eksekutif Bedah Urologi";"13";"2";"Juni 2023"
"INTERNE/PENY. DALAM";"701";"864";"Juni 2023"
"Eksekutif Jantung";"57";"83";"Juni 2023"
"ANASTESI";"36";"34";"Juni 2023"
"Eksekutif Paru";"7";"7";"Juni 2023"
"Eksekutif Paliatif Nyeri";"6";"7";"Juni 2023"
"PALIATIF NYERI";"32";"56";"Juni 2023"
"GIZI";"7";"11";"Juli 2023"
"Eksekutif Bedah Umum";"30";"51";"Juli 2023"
"Eksekutif Gigi dan Mulut";"5";"2";"Juli 2023"
"THT-KL";"95";"111";"Juli 2023"
"BEDAH ORTHOPEDI";"314";"357";"Juli 2023"
"ANAK";"137";"85";"Juli 2023"
"Eksekutif Rehab Medik";"18";"23";"Juli 2023"
"Eksekutif Mata";"34";"47";"Juli 2023"
"Eksekutif Bedah Saraf";"17";"25";"Juli 2023"
"TB MDR";"19";"10";"Juli 2023"
"MATA";"223";"236";"Juli 2023"
"Eksekutif Kebidanan/Kandungan";"0";"76";"Juli 2023"
"HEMODIALISA";"156";"127";"Juli 2023"
"KULIT dan KELAMIN";"94";"117";"Juli 2023"
"Eksekutif Anak";"12";"18";"Juli 2023"
"BEDAH UROLOGI";"246";"98";"Juli 2023"
"Eksekutif Interne/Penyakit Dalam";"94";"124";"Juli 2023"
"BEDAH SYARAF";"100";"140";"Juli 2023"
"REHAB MEDIK";"315";"333";"Juli 2023"
"PSIKIATRI/JIWA";"88";"115";"Juli 2023"
"Eksekutif Saraf";"42";"49";"Juli 2023"
"Eksekutif Estetika";"21";"47";"Juli 2023"
"BEDAH UMUM";"122";"202";"Juli 2023"
"KEBIDANAN/KANDUNGAN";"1";"67";"Juli 2023"
"Eksekutif Bedah Orthopedi";"56";"76";"Juli 2023"
"KELUARGA BERENCANA";"0";"4";"Juli 2023"
"JANTUNG";"467";"495";"Juli 2023"
"Eksekutif Psikiatri / Jiwa";"2";"6";"Juli 2023"
"GIGI dan MULUT";"67";"95";"Juli 2023"
"GENERAL CHECKUP";"250";"283";"Juli 2023"
"SYARAF";"294";"281";"Juli 2023"
"Eksekutif THT";"13";"18";"Juli 2023"
"PARU";"67";"60";"Juli 2023"
"Eksekutif Bedah Urologi";"30";"10";"Juli 2023"
"Eksekutif Kulit dan Kelamin";"24";"30";"Juli 2023"
"INTERNE/PENY. DALAM";"777";"935";"Juli 2023"
"Eksekutif Jantung";"69";"76";"Juli 2023"
"ANASTESI";"40";"49";"Juli 2023"
"Eksekutif Paru";"12";"6";"Juli 2023"
"Eksekutif Paliatif Nyeri";"8";"12";"Juli 2023"
"PALIATIF NYERI";"35";"73";"Juli 2023"
"Eksekutif Endoskopi";"3";"2";"Juli 2023"
"ASIH";"1";"76";"Juli 2023"
"GIZI";"22";"18";"Agustus 2023"
"Eksekutif Bedah Umum";"34";"63";"Agustus 2023"
"Eksekutif Gigi dan Mulut";"1";"4";"Agustus 2023"
"THT-KL";"91";"90";"Agustus 2023"
"BEDAH ORTHOPEDI";"340";"407";"Agustus 2023"
"ANAK";"164";"110";"Agustus 2023"
"Eksekutif Mata";"30";"45";"Agustus 2023"
"Eksekutif Bedah Saraf";"13";"14";"Agustus 2023"
"Eksekutif Rehab Medik";"25";"39";"Agustus 2023"
"TB MDR";"16";"6";"Agustus 2023"
"MATA";"170";"229";"Agustus 2023"
"Eksekutif Kebidanan/Kandungan";"0";"94";"Agustus 2023"
"HEMODIALISA";"157";"126";"Agustus 2023"
"KULIT dan KELAMIN";"101";"116";"Agustus 2023"
"Eksekutif Anak";"15";"21";"Agustus 2023"
"BEDAH UROLOGI";"275";"100";"Agustus 2023"
"Eksekutif Interne/Penyakit Dalam";"90";"152";"Agustus 2023"
"BEDAH SYARAF";"110";"149";"Agustus 2023"
"REHAB MEDIK";"336";"388";"Agustus 2023"
"PSIKIATRI/JIWA";"104";"110";"Agustus 2023"
"Eksekutif Saraf";"44";"58";"Agustus 2023"
"POLI SPESIALIS";"0";"1";"Agustus 2023"
"BEDAH UMUM";"133";"237";"Agustus 2023"
"Eksekutif Estetika";"25";"55";"Agustus 2023"
"KEBIDANAN/KANDUNGAN";"2";"64";"Agustus 2023"
"Eksekutif Bedah Orthopedi";"62";"78";"Agustus 2023"
"KELUARGA BERENCANA";"0";"6";"Agustus 2023"
"JANTUNG";"529";"506";"Agustus 2023"
"Eksekutif Psikiatri / Jiwa";"3";"4";"Agustus 2023"
"GIGI dan MULUT";"69";"120";"Agustus 2023"
"GENERAL CHECKUP";"145";"237";"Agustus 2023"
"SYARAF";"313";"313";"Agustus 2023"
"Eksekutif THT";"13";"23";"Agustus 2023"
"PARU";"69";"62";"Agustus 2023"
"Eksekutif Bedah Urologi";"36";"13";"Agustus 2023"
"Eksekutif Kulit dan Kelamin";"16";"22";"Agustus 2023"
"INTERNE/PENY. DALAM";"803";"976";"Agustus 2023"
"Eksekutif Jantung";"65";"78";"Agustus 2023"
"ANASTESI";"59";"59";"Agustus 2023"
"Eksekutif Paru";"5";"1";"Agustus 2023"
"Eksekutif Paliatif Nyeri";"11";"15";"Agustus 2023"
"PALIATIF NYERI";"35";"93";"Agustus 2023"
"ASIH";"0";"79";"Agustus 2023"
"Eksekutif Endoskopi";"3";"3";"Agustus 2023"
"BEDAH VASKULER";"12";"14";"September 2023"
"GIZI";"20";"12";"September 2023"
"Eksekutif Bedah Umum";"29";"58";"September 2023"
"Eksekutif Gigi dan Mulut";"3";"4";"September 2023"
"THT-KL";"74";"83";"September 2023"
"BEDAH ORTHOPEDI";"335";"375";"September 2023"
"ANAK";"185";"110";"September 2023"
"Eksekutif Mata";"26";"44";"September 2023"
"TB MDR";"16";"6";"September 2023"
"Eksekutif Bedah Saraf";"15";"16";"September 2023"
"Eksekutif Rehab Medik";"28";"28";"September 2023"
"MATA";"171";"243";"September 2023"
"Eksekutif Kebidanan/Kandungan";"0";"98";"September 2023"
"HEMODIALISA";"163";"131";"September 2023"
"KULIT dan KELAMIN";"90";"91";"September 2023"
"Eksekutif Anak";"21";"16";"September 2023"
"Eksekutif Interne/Penyakit Dalam";"77";"141";"September 2023"
"BEDAH UROLOGI";"270";"105";"September 2023"
"REHAB MEDIK";"366";"389";"September 2023"
"BEDAH SYARAF";"107";"138";"September 2023"
"PSIKIATRI/JIWA";"87";"111";"September 2023"
"Eksekutif Saraf";"36";"40";"September 2023"
"Eksekutif Estetika";"14";"55";"September 2023"
"BEDAH UMUM";"109";"214";"September 2023"
"KEBIDANAN/KANDUNGAN";"2";"62";"September 2023"
"Eksekutif Bedah Orthopedi";"49";"74";"September 2023"
"KELUARGA BERENCANA";"0";"7";"September 2023"
"JANTUNG";"502";"476";"September 2023"
"Eksekutif Psikiatri / Jiwa";"3";"5";"September 2023"
"GIGI dan MULUT";"58";"131";"September 2023"
"GENERAL CHECKUP";"287";"333";"September 2023"
"SYARAF";"313";"316";"September 2023"
"Eksekutif THT";"18";"19";"September 2023"
"PARU";"80";"70";"September 2023"
"Eksekutif Bedah Urologi";"29";"15";"September 2023"
"Eksekutif Kulit dan Kelamin";"10";"17";"September 2023"
"INTERNE/PENY. DALAM";"818";"989";"September 2023"
"ANASTESI";"47";"42";"September 2023"
"Eksekutif Jantung";"49";"65";"September 2023"
"Eksekutif Paru";"6";"9";"September 2023"
"Eksekutif Paliatif Nyeri";"9";"12";"September 2023"
"PALIATIF NYERI";"44";"96";"September 2023"
"ASIH";"2";"63";"September 2023"
"Eksekutif Endoskopi";"5";"4";"September 2023"
"BEDAH VASKULER";"28";"20";"Oktober 2023"
"GIZI";"22";"14";"Oktober 2023"
"Eksekutif Bedah Umum";"35";"51";"Oktober 2023"
"Eksekutif Gigi dan Mulut";"2";"8";"Oktober 2023"
"THT-KL";"100";"69";"Oktober 2023"
"BEDAH ORTHOPEDI";"346";"417";"Oktober 2023"
"ANAK";"161";"123";"Oktober 2023"
"Eksekutif Mata";"33";"40";"Oktober 2023"
"Eksekutif Bedah Saraf";"24";"22";"Oktober 2023"
"TB MDR";"16";"9";"Oktober 2023"
"Eksekutif Rehab Medik";"18";"25";"Oktober 2023"
"MATA";"185";"268";"Oktober 2023"
"Eksekutif Kebidanan/Kandungan";"1";"99";"Oktober 2023"
"HEMODIALISA";"164";"129";"Oktober 2023"
"KULIT dan KELAMIN";"92";"131";"Oktober 2023"
"Eksekutif Anak";"21";"14";"Oktober 2023"
"BEDAH UROLOGI";"303";"120";"Oktober 2023"
"Eksekutif Interne/Penyakit Dalam";"96";"128";"Oktober 2023"
"REHAB MEDIK";"378";"403";"Oktober 2023"
"PSIKIATRI/JIWA";"107";"122";"Oktober 2023"
"BEDAH SYARAF";"113";"151";"Oktober 2023"
"Eksekutif Saraf";"52";"48";"Oktober 2023"
"PTRM";"0";"1";"Oktober 2023"
"Eksekutif Estetika";"15";"45";"Oktober 2023"
"BEDAH UMUM";"132";"246";"Oktober 2023"
"KEBIDANAN/KANDUNGAN";"1";"66";"Oktober 2023"
"Eksekutif Bedah Orthopedi";"43";"89";"Oktober 2023"
"KELUARGA BERENCANA";"0";"3";"Oktober 2023"
"JANTUNG";"554";"548";"Oktober 2023"
"Eksekutif Psikiatri / Jiwa";"5";"3";"Oktober 2023"
"GIGI dan MULUT";"72";"154";"Oktober 2023"
"GENERAL CHECKUP";"330";"344";"Oktober 2023"
"SYARAF";"340";"348";"Oktober 2023"
"PARU";"81";"87";"Oktober 2023"
"Eksekutif THT";"14";"10";"Oktober 2023"
"Eksekutif Kulit dan Kelamin";"10";"22";"Oktober 2023"
"Eksekutif Bedah Urologi";"41";"17";"Oktober 2023"
"INTERNE/PENY. DALAM";"872";"1025";"Oktober 2023"
"Eksekutif Jantung";"58";"73";"Oktober 2023"
"ANASTESI";"58";"70";"Oktober 2023"
"Eksekutif Paru";"7";"6";"Oktober 2023"
"Eksekutif Paliatif Nyeri";"9";"13";"Oktober 2023"
"PALIATIF NYERI";"63";"124";"Oktober 2023"
"ASIH";"0";"56";"Oktober 2023"
"Eksekutif Endoskopi";"6";"3";"Oktober 2023"
"BEDAH VASKULER";"32";"26";"November 2023"
"GIZI";"45";"27";"November 2023"
"Eksekutif Bedah Umum";"24";"64";"November 2023"
"Eksekutif Gigi dan Mulut";"0";"5";"November 2023"
"THT-KL";"110";"73";"November 2023"
"BEDAH ORTHOPEDI";"355";"426";"November 2023"
"ANAK";"164";"102";"November 2023"
"Eksekutif Rehab Medik";"20";"28";"November 2023"
"TB MDR";"11";"12";"November 2023"
"MATA";"173";"271";"November 2023"
"Eksekutif Kebidanan/Kandungan";"1";"97";"November 2023"
"HEMODIALISA";"166";"128";"November 2023"
"KULIT dan KELAMIN";"99";"138";"November 2023"
"Eksekutif Anak";"16";"16";"November 2023"
"BEDAH UROLOGI";"296";"120";"November 2023"
"Eksekutif Interne/Penyakit Dalam";"96";"144";"November 2023"
"REHAB MEDIK";"385";"456";"November 2023"
"PSIKIATRI/JIWA";"98";"131";"November 2023"
"BEDAH SYARAF";"102";"156";"November 2023"
"Eksekutif Saraf";"47";"53";"November 2023"
"POLI SPESIALIS";"1";"0";"November 2023"
"ONKOLOGI";"1";"0";"November 2023"
"Eksekutif Estetika";"20";"55";"November 2023"
"KEBIDANAN/KANDUNGAN";"0";"66";"November 2023"
"BEDAH UMUM";"124";"261";"November 2023"
"RADIOLOGI ERESEP";"0";"1";"November 2023"
"Eksekutif Bedah Orthopedi";"49";"65";"November 2023"
"KELUARGA BERENCANA";"0";"5";"November 2023"
"JANTUNG";"522";"535";"November 2023"
"Eksekutif Psikiatri / Jiwa";"2";"5";"November 2023"
"GIGI dan MULUT";"73";"175";"November 2023"
"GENERAL CHECKUP";"138";"198";"November 2023"
"SYARAF";"345";"379";"November 2023"
"Eksekutif THT";"15";"17";"November 2023"
"PARU";"77";"83";"November 2023"
"Eksekutif Bedah Urologi";"40";"12";"November 2023"
"Eksekutif Kulit dan Kelamin";"12";"22";"November 2023"
"INTERNE/PENY. DALAM";"899";"1099";"November 2023"
"Eksekutif Jantung";"56";"79";"November 2023"
"ANASTESI";"42";"71";"November 2023"
"Eksekutif Paru";"8";"3";"November 2023"
"Eksekutif Paliatif Nyeri";"5";"12";"November 2023"
"PALIATIF NYERI";"64";"147";"November 2023"
"ASIH";"0";"67";"November 2023"
"Eksekutif Endoskopi";"5";"3";"November 2023"
"Eksekutif Mata";"27";"41";"November 2023"
"Eksekutif Bedah Saraf";"19";"17";"November 2023"
